Component, Time (ms)
Task time, 9027.507
Task time, 8989.774
Task time, 6121.704
Task time, 6109.535
Task time, 8540.971
Task time, 8558.908
Task time, 10156.297
Task time, 10380.659
Task time, 10728.951
Task time, 10806.021
Task time, 7169.357
Task time, 9572.421
Tour: 6 2 3 7 11 8 4 0 1 5 9 10  Length: 31.313708498984763
Client Total,54560.788

