Component, Time (ms)
Task time, 0.644
Task time, 1.062
Task time, 0.714
Task time, 0.714
Task time, 0.698
Task time, 0.759
Task time, 0.781
Task time, 1.333
Task time, 0.758
Task time, 1.465
Task time, 1.368
Task time, 0.697
Task time, 0.687
Task time, 1.333
Task time, 1.275
Task time, 1.432
Task time, 1.369
Task time, 1.371
Task time, 0.961
Task time, 0.87
Task time, 1.63
Task time, 0.819
Task time, 0.71
Task time, 0.791
Task time, 0.723
Task time, 0.746
Task time, 0.773
Task time, 0.715
Task time, 0.742
Task time, 0.811
Task time, 0.745
Task time, 1.445
Task time, 0.802
Task time, 0.796
Task time, 0.706
Task time, 0.871
Task time, 0.772
Task time, 0.78
Task time, 0.785
Task time, 0.788
Task time, 0.796
Task time, 0.881
Task time, 1.18
Task time, 0.98
Task time, 1.633
Task time, 0.966
Task time, 0.838
Task time, 0.889
Task time, 1.476
Task time, 1.235
Task time, 0.867
Task time, 0.864
Task time, 0.969
Task time, 0.994
Task time, 1.055
Task time, 0.9
Task time, 0.952
Task time, 0.946
Task time, 0.924
Task time, 1.687
Task time, 0.996
Task time, 0.883
Task time, 0.911
Task time, 1.964
Task time, 0.966
Task time, 0.977
Task time, 1.0
Task time, 1.027
Task time, 0.959
Task time, 0.99
Task time, 1.092
Task time, 1.008
Task time, 0.99
Task time, 1.023
Task time, 1.018
Task time, 1.015
Task time, 1.66
Task time, 1.994
Task time, 1.808
Task time, 1.097
Task time, 1.164
Task time, 1.072
Task time, 1.254
Task time, 1.41
Task time, 1.257
Task time, 1.159
Task time, 1.372
Task time, 1.155
Task time, 1.205
Task time, 1.612
Task time, 1.169
Task time, 1.125
Task time, 1.259
Task time, 1.175
Task time, 1.172
Task time, 1.16
Task time, 1.162
Task time, 1.168
Task time, 1.238
Task time, 1.158
Task time, 1.106
Task time, 1.056
Task time, 2.062
Task time, 1.948
Task time, 1.086
Task time, 1.523
Task time, 2.445
Task time, 1.559
Task time, 2.198
Task time, 2.853
Task time, 2.024
Task time, 1.063
Task time, 1.787
Task time, 1.155
Task time, 1.103
Task time, 1.076
Task time, 2.124
Task time, 1.976
Task time, 1.205
Task time, 2.036
Task time, 1.052
Task time, 2.411
Task time, 1.304
Task time, 1.311
Task time, 2.473
Task time, 1.853
Task time, 2.246
Task time, 1.735
Task time, 2.577
Task time, 2.365
Task time, 1.234
Task time, 1.294
Task time, 1.269
Task time, 2.549
Task time, 1.331
Task time, 1.327
Task time, 2.271
Task time, 1.21
Task time, 1.258
Task time, 1.272
Task time, 2.085
Task time, 1.843
Task time, 2.136
Task time, 1.263
Task time, 2.382
Task time, 1.336
Task time, 2.718
Task time, 3.055
Task time, 1.861
Task time, 2.327
Task time, 2.842
Task time, 2.711
Task time, 2.754
Task time, 2.248
Task time, 2.736
Task time, 2.698
Task time, 2.854
Task time, 2.243
Task time, 1.843
Task time, 2.439
Task time, 2.302
Task time, 2.597
Task time, 1.314
Task time, 2.372
Task time, 2.492
Task time, 1.57
Task time, 2.807
Task time, 2.279
Task time, 1.635
Task time, 4.051
Task time, 2.879
Task time, 2.96
Task time, 1.969
Task time, 2.738
Task time, 2.506
Task time, 1.469
Task time, 1.374
Task time, 2.632
Task time, 2.392
Task time, 2.86
Task time, 2.664
Task time, 1.932
Task time, 2.799
Task time, 1.879
Task time, 1.252
Task time, 2.875
Task time, 2.701
Task time, 2.91
Task time, 1.491
Task time, 2.644
Task time, 2.699
Task time, 2.229
Task time, 2.728
Task time, 2.597
Task time, 2.65
Task time, 2.694
Task time, 2.817
Task time, 1.359
Task time, 2.082
Task time, 1.67
Task time, 2.765
Task time, 1.457
Task time, 2.997
Task time, 3.26
Task time, 2.156
Task time, 2.952
Task time, 2.757
Task time, 2.527
Task time, 2.235
Task time, 3.2
Task time, 3.303
Task time, 1.663
Task time, 3.403
Task time, 3.306
Task time, 3.4
Task time, 3.414
Task time, 3.041
Task time, 3.861
Task time, 1.586
Task time, 2.953
Task time, 2.913
Task time, 2.916
Task time, 1.6
Task time, 1.596
Task time, 1.852
Task time, 3.205
Task time, 2.756
Task time, 2.314
Task time, 1.773
Task time, 3.504
Task time, 3.849
Task time, 3.318
Task time, 2.869
Task time, 1.732
Task time, 3.153
Task time, 3.088
Task time, 1.625
Task time, 3.505
Task time, 3.508
Task time, 2.595
Task time, 3.655
Task time, 2.624
Task time, 3.854
Task time, 3.643
Task time, 3.226
Task time, 3.335
Task time, 2.548
Task time, 2.823
Task time, 2.655
Task time, 1.982
Task time, 2.112
Task time, 3.467
Task time, 3.764
Task time, 2.717
Task time, 3.345
Task time, 2.077
Task time, 3.729
Task time, 1.887
Task time, 3.703
Task time, 4.073
Task time, 3.497
Task time, 3.826
Task time, 2.902
Task time, 1.917
Task time, 2.643
Task time, 3.056
Task time, 3.596
Task time, 3.471
Task time, 3.839
Task time, 1.924
Task time, 3.22
Task time, 3.113
Task time, 2.901
Task time, 3.651
Task time, 3.423
Task time, 2.061
Task time, 1.887
Task time, 3.318
Task time, 3.123
Task time, 3.131
Task time, 3.365
Task time, 2.86
Task time, 3.563
Task time, 3.442
Task time, 1.806
Task time, 3.579
Task time, 2.78
Task time, 3.661
Task time, 3.615
Task time, 2.54
Task time, 3.791
Task time, 3.744
Task time, 3.728
Task time, 3.74
Task time, 3.705
Task time, 3.748
Task time, 1.858
Task time, 1.866
Task time, 1.848
Task time, 3.063
Task time, 3.146
Task time, 2.175
Task time, 2.605
Task time, 1.958
Task time, 3.286
Task time, 2.724
Task time, 2.474
Task time, 3.082
Task time, 3.672
Task time, 2.462
Task time, 1.973
Task time, 1.997
Task time, 2.245
Task time, 1.991
Task time, 1.818
Task time, 3.431
Task time, 1.915
Task time, 1.972
Task time, 2.87
Task time, 2.007
Task time, 1.883
Task time, 2.404
Task time, 4.035
Task time, 3.421
Task time, 2.542
Task time, 2.12
Task time, 2.048
Task time, 2.719
Task time, 1.925
Task time, 1.898
Task time, 4.074
Task time, 1.986
Task time, 3.399
Task time, 2.133
Task time, 3.127
Task time, 3.869
Task time, 1.896
Task time, 2.844
Task time, 3.951
Task time, 2.103
Task time, 2.089
Task time, 2.082
Task time, 2.099
Task time, 3.756
Task time, 3.89
Task time, 2.216
Task time, 2.985
Task time, 2.12
Task time, 2.541
Task time, 1.979
Task time, 2.41
Task time, 2.042
Task time, 3.842
Task time, 4.22
Task time, 4.282
Task time, 2.203
Task time, 2.213
Task time, 2.172
Task time, 2.211
Task time, 4.269
Task time, 3.715
Task time, 4.29
Task time, 2.889
Task time, 4.057
Task time, 4.162
Task time, 4.194
Task time, 3.461
Task time, 4.5
Task time, 3.087
Task time, 4.359
Task time, 3.251
Task time, 4.582
Task time, 2.192
Task time, 3.05
Task time, 2.446
Task time, 4.416
Task time, 3.359
Task time, 4.605
Task time, 4.445
Task time, 4.384
Task time, 2.374
Task time, 3.893
Task time, 4.593
Task time, 4.564
Task time, 4.07
Task time, 3.008
Task time, 4.756
Task time, 3.014
Task time, 4.328
Task time, 4.645
Task time, 2.396
Task time, 3.373
Task time, 4.391
Task time, 4.723
Task time, 2.464
Task time, 3.456
Task time, 4.156
Task time, 4.049
Task time, 2.656
Task time, 2.663
Task time, 4.171
Task time, 2.621
Task time, 3.525
Task time, 3.271
Task time, 3.546
Task time, 4.735
Task time, 2.403
Task time, 3.397
Task time, 2.489
Task time, 4.128
Task time, 3.946
Task time, 3.627
Task time, 2.516
Task time, 4.649
Task time, 4.868
Task time, 2.578
Task time, 4.801
Task time, 2.795
Task time, 4.758
Task time, 2.309
Task time, 3.911
Task time, 3.435
Task time, 4.806
Task time, 2.581
Task time, 4.739
Task time, 2.484
Task time, 3.641
Client Total,59942.461

