Component, Time (ms)
Task time, 8315.052
Task time, 5928.49
Task time, 6127.248
Task time, 7323.714
Task time, 6753.352
Task time, 6568.499
Task time, 6813.218
Task time, 6450.393
Task time, 6467.208
Task time, 6646.462
Task time, 6840.339
Task time, 6797.867
Tour: 7 3 2 6 10 9 5 1 0 4 8 11  Length: 31.313708498984763
Client Total,81744.074

